station,year,month,day,hour,date,rain,temp,rhum,msl,wdsp,wddir
MACE HEAD,2017,3,6,16,2017-03-06T16:00:00Z,0,7.4,70,1010.9,22,280
MACE HEAD,2017,3,6,17,2017-03-06T17:00:00Z,0.2,5.4,71,1012,22,280
MACE HEAD,2017,3,6,18,2017-03-06T18:00:00Z,0,7,68,1012.3,15,280
MACE HEAD,2017,3,6,19,2017-03-06T19:00:00Z,0,7,72,1013.5,23,280
MACE HEAD,2017,3,6,20,2017-03-06T20:00:00Z,0,6.8,70,1014.1,21,280
MACE HEAD,2017,3,6,21,2017-03-06T21:00:00Z,0,6.5,73,1014.5,17,270
MACE HEAD,2017,3,6,22,2017-03-06T22:00:00Z,0,7.1,68,1014.5,10,300
MACE HEAD,2017,3,6,23,2017-03-06T23:00:00Z,0,7.3,69,1014.8,11,260
MACE HEAD,2017,3,7,0,2017-03-07T00:00:00Z,0,7.2,68,1014.5,11,250
MACE HEAD,2017,3,7,1,2017-03-07T01:00:00Z,0,7.4,67,1014.1,11,230
MACE HEAD,2017,3,7,2,2017-03-07T02:00:00Z,0,7.5,72,1013.7,10,230
MACE HEAD,2017,3,7,3,2017-03-07T03:00:00Z,0,7.6,73,1012.8,9,190
MACE HEAD,2017,3,7,4,2017-03-07T04:00:00Z,0,7.8,78,1012.3,11,180
MACE HEAD,2017,3,7,5,2017-03-07T05:00:00Z,0.1,6.7,77,1011.9,12,160
MACE HEAD,2017,3,7,6,2017-03-07T06:00:00Z,0,6.5,82,1011.2,15,160
MACE HEAD,2017,3,7,7,2017-03-07T07:00:00Z,0,6.3,83,1010.4,16,140
MACE HEAD,2017,3,7,8,2017-03-07T08:00:00Z,0.2,5.7,92,1010.3,16,130
MACE HEAD,2017,3,7,9,2017-03-07T09:00:00Z,1,6.2,94,1009,17,130
MACE HEAD,2017,3,7,10,2017-03-07T10:00:00Z,0.2,6.7,95,1008.4,21,140
MACE HEAD,2017,3,7,11,2017-03-07T11:00:00Z,0.6,7.7,96,1008.4,17,140
MACE HEAD,2017,3,7,12,2017-03-07T12:00:00Z,0.8,8.8,96,1008.2,18,170
MACE HEAD,2017,3,7,13,2017-03-07T13:00:00Z,0,9.9,97,1007.7,16,200
MACE HEAD,2017,3,7,14,2017-03-07T14:00:00Z,0.1,9.9,97,1007.6,16,200
MACE HEAD,2017,3,7,15,2017-03-07T15:00:00Z,0,9.9,97,1007.2,15,210
MACE HEAD,2017,3,7,16,2017-03-07T16:00:00Z,0.2,9.6,97,1006.5,10,200
MACE HEAD,2017,3,7,17,2017-03-07T17:00:00Z,1.5,9.5,97,1005.7,12,200
MACE HEAD,2017,3,7,18,2017-03-07T18:00:00Z,2.3,9.5,97,1004.9,14,200
MACE HEAD,2017,3,7,19,2017-03-07T19:00:00Z,2.1,9.5,98,1003.7,15,200
MACE HEAD,2017,3,7,20,2017-03-07T20:00:00Z,0.3,10,97,1003.2,21,220
MACE HEAD,2017,3,7,21,2017-03-07T21:00:00Z,0.2,8.7,97,1005,21,310
MACE HEAD,2017,3,7,22,2017-03-07T22:00:00Z,0.1,8.5,97,1006.3,12,310
MACE HEAD,2017,3,7,23,2017-03-07T23:00:00Z,0,8.3,97,1006.9,10,290
MACE HEAD,2017,3,8,0,2017-03-08T00:00:00Z,0,8.4,97,1007.9,10,270
MACE HEAD,2017,3,8,1,2017-03-08T01:00:00Z,0,8.6,97,1008.1,12,240
MACE HEAD,2017,3,8,2,2017-03-08T02:00:00Z,0,8.7,96,1008.2,12,240
MACE HEAD,2017,3,8,3,2017-03-08T03:00:00Z,0,8.7,96,1007.9,12,240
MACE HEAD,2017,3,8,4,2017-03-08T04:00:00Z,0,8.6,96,1007.8,11,240
MACE HEAD,2017,3,8,5,2017-03-08T05:00:00Z,0,8.6,94,1008.4,11,240
MACE HEAD,2017,3,8,6,2017-03-08T06:00:00Z,0,8.6,94,1008.6,11,230
MACE HEAD,2017,3,8,7,2017-03-08T07:00:00Z,0,8.7,94,1008.2,11,220
MACE HEAD,2017,3,8,8,2017-03-08T08:00:00Z,0,8.7,95,1009,12,230
MACE HEAD,2017,3,8,9,2017-03-08T09:00:00Z,0,9.2,94,1009.3,12,230
MACE HEAD,2017,3,8,10,2017-03-08T10:00:00Z,0,10.1,93,1009.9,11,240
MACE HEAD,2017,3,8,11,2017-03-08T11:00:00Z,0,10,93,1010.6,11,260
MACE HEAD,2017,3,8,12,2017-03-08T12:00:00Z,0,10.5,88,1011,9,260
MACE HEAD,2017,3,8,13,2017-03-08T13:00:00Z,0,10.9,84,1011,8,240
MACE HEAD,2017,3,8,14,2017-03-08T14:00:00Z,0,11.2,80,1010.9,8,230
MACE HEAD,2017,3,8,15,2017-03-08T15:00:00Z,0,11,84,1010.7,7,200
MACE HEAD,2017,3,8,16,2017-03-08T16:00:00Z,0,9.7,91,1010.4,9,200
MACE HEAD,2017,3,8,17,2017-03-08T17:00:00Z,0,9.6,92,1010.1,10,200
MACE HEAD,2017,3,8,18,2017-03-08T18:00:00Z,0,9.1,93,1010.2,10,200
MACE HEAD,2017,3,8,19,2017-03-08T19:00:00Z,0,9,93,1010,12,200
MACE HEAD,2017,3,8,20,2017-03-08T20:00:00Z,0,9,93,1010.5,15,200
MACE HEAD,2017,3,8,21,2017-03-08T21:00:00Z,0,9,95,1010.6,15,200
MACE HEAD,2017,3,8,22,2017-03-08T22:00:00Z,0.1,9.2,96,1010.7,16,210
MACE HEAD,2017,3,8,23,2017-03-08T23:00:00Z,0.1,9.2,96,1011.6,16,250
MACE HEAD,2017,3,9,0,2017-03-09T00:00:00Z,0,9.3,93,1012.9,16,260
MACE HEAD,2017,3,9,1,2017-03-09T01:00:00Z,0,9.1,83,1013.6,16,270
MACE HEAD,2017,3,9,2,2017-03-09T02:00:00Z,0,8.5,84,1014.7,16,280
MACE HEAD,2017,3,9,3,2017-03-09T03:00:00Z,0,8.6,85,1015.4,12,270
MACE HEAD,2017,3,9,4,2017-03-09T04:00:00Z,0,8.6,85,1015.6,12,260
MACE HEAD,2017,3,9,5,2017-03-09T05:00:00Z,0,8.3,85,1016.4,11,270
MACE HEAD,2017,3,9,6,2017-03-09T06:00:00Z,0,8.2,85,1017.3,10,280
MACE HEAD,2017,3,9,7,2017-03-09T07:00:00Z,0,8,86,1018.2,10,260
MACE HEAD,2017,3,9,8,2017-03-09T08:00:00Z,0,8.1,83,1018.8,8,270
MACE HEAD,2017,3,9,9,2017-03-09T09:00:00Z,0,8.6,88,1019.4,5,240
MACE HEAD,2017,3,9,10,2017-03-09T10:00:00Z,0,9.4,85,1020.3,3,210
MACE HEAD,2017,3,9,11,2017-03-09T11:00:00Z,0,10.2,79,1020.4,4,200
MACE HEAD,2017,3,9,12,2017-03-09T12:00:00Z,0,10.9,66,1020.1,5,170
MACE HEAD,2017,3,9,13,2017-03-09T13:00:00Z,0,9.9,77,1020.7,8,140
MACE HEAD,2017,3,9,14,2017-03-09T14:00:00Z,0,10.2,69,1020.5,9,130
MACE HEAD,2017,3,9,15,2017-03-09T15:00:00Z,0,10.7,70,1019.7,9,120
MACE HEAD,2017,3,9,16,2017-03-09T16:00:00Z,0,10.7,76,1019,11,110
MACE HEAD,2017,3,9,17,2017-03-09T17:00:00Z,0,10.4,80,1018.6,11,120
MACE HEAD,2017,3,9,18,2017-03-09T18:00:00Z,0,10.2,85,1018.6,11,110
MACE HEAD,2017,3,9,19,2017-03-09T19:00:00Z,0.4,9.6,93,1018.6,13,140
MACE HEAD,2017,3,9,20,2017-03-09T20:00:00Z,0,9.4,94,1018.6,14,130
MACE HEAD,2017,3,9,21,2017-03-09T21:00:00Z,0.1,9.3,95,1018.2,14,130
MACE HEAD,2017,3,9,22,2017-03-09T22:00:00Z,0,9.4,94,1018.1,14,140
MACE HEAD,2017,3,9,23,2017-03-09T23:00:00Z,0,9.6,94,1018.1,15,150
MACE HEAD,2017,3,10,0,2017-03-10T00:00:00Z,0.3,9.5,94,1018.1,13,150
MACE HEAD,2017,3,10,1,2017-03-10T01:00:00Z,1.3,9.8,95,1017.8,12,160
MACE HEAD,2017,3,10,2,2017-03-10T02:00:00Z,0.1,9.8,96,1017.5,14,160
MACE HEAD,2017,3,10,3,2017-03-10T03:00:00Z,0.4,9.6,96,1017.1,14,160
MACE HEAD,2017,3,10,4,2017-03-10T04:00:00Z,0,9.6,96,1016.4,13,170
MACE HEAD,2017,3,10,5,2017-03-10T05:00:00Z,0,9.5,96,1016.2,13,170
MACE HEAD,2017,3,10,6,2017-03-10T06:00:00Z,0,9.5,95,1016.1,13,160
MACE HEAD,2017,3,10,7,2017-03-10T07:00:00Z,0,9.4,95,1015.9,13,160
MACE HEAD,2017,3,10,8,2017-03-10T08:00:00Z,0,9.8,95,1016,12,160
MACE HEAD,2017,3,10,9,2017-03-10T09:00:00Z,0,9.9,95,1015.8,13,160
MACE HEAD,2017,3,10,10,2017-03-10T10:00:00Z,0,10.4,94,1015.7,14,150
MACE HEAD,2017,3,10,11,2017-03-10T11:00:00Z,0,10.7,93,1015.8,14,150
MACE HEAD,2017,3,10,12,2017-03-10T12:00:00Z,0,11.4,90,1015.3,14,160
MACE HEAD,2017,3,10,13,2017-03-10T13:00:00Z,0,10.8,88,1014.3,12,160
MACE HEAD,2017,3,10,14,2017-03-10T14:00:00Z,0,10.4,90,1013.5,12,150
MACE HEAD,2017,3,10,15,2017-03-10T15:00:00Z,0,10.4,87,1013,11,160
MACE HEAD,2017,3,10,16,2017-03-10T16:00:00Z,0,10.1,89,1013.2,10,170
MACE HEAD,2017,3,10,17,2017-03-10T17:00:00Z,0,10,88,1012.6,12,170
MACE HEAD,2017,3,10,18,2017-03-10T18:00:00Z,0,9.7,90,1012.5,15,180
MACE HEAD,2017,3,10,19,2017-03-10T19:00:00Z,0,9.8,90,1012.5,14,180
MACE HEAD,2017,3,10,20,2017-03-10T20:00:00Z,0,9.4,92,1012.5,13,160
MACE HEAD,2017,3,10,21,2017-03-10T21:00:00Z,0,9.8,88,1012.2,16,180
MACE HEAD,2017,3,10,22,2017-03-10T22:00:00Z,0,9.8,89,1012.4,17,180
MACE HEAD,2017,3,10,23,2017-03-10T23:00:00Z,0.1,9.4,91,1012.4,13,160
MACE HEAD,2017,3,11,0,2017-03-11T00:00:00Z,1.1,9,94,1012.3,11,170
MACE HEAD,2017,3,11,1,2017-03-11T01:00:00Z,2.3,9,95,1012.4,14,170
MACE HEAD,2017,3,11,2,2017-03-11T02:00:00Z,1.6,9.1,96,1012.4,13,180
MACE HEAD,2017,3,11,3,2017-03-11T03:00:00Z,0.2,9.1,96,1012.2,11,200
MACE HEAD,2017,3,11,4,2017-03-11T04:00:00Z,0,9.2,97,1011.9,11,200
MACE HEAD,2017,3,11,5,2017-03-11T05:00:00Z,0,9.2,97,1012.1,11,200
MACE HEAD,2017,3,11,6,2017-03-11T06:00:00Z,0,9.1,97,1012.6,10,210
MACE HEAD,2017,3,11,7,2017-03-11T07:00:00Z,0,9.1,97,1013.1,7,210
MACE HEAD,2017,3,11,8,2017-03-11T08:00:00Z,0,9.1,97,1013.4,8,200
MACE HEAD,2017,3,11,9,2017-03-11T09:00:00Z,0,9.4,96,1013.8,7,200
MACE HEAD,2017,3,11,10,2017-03-11T10:00:00Z,0,9.9,95,1013.8,7,190
MACE HEAD,2017,3,11,11,2017-03-11T11:00:00Z,0,10.5,94,1013.9,8,200
MACE HEAD,2017,3,11,12,2017-03-11T12:00:00Z,0,10.9,93,1013.8,8,200
MACE HEAD,2017,3,11,13,2017-03-11T13:00:00Z,0,11.3,91,1013.4,9,200
MACE HEAD,2017,3,11,14,2017-03-11T14:00:00Z,0,11.2,89,1013,9,180
MACE HEAD,2017,3,11,15,2017-03-11T15:00:00Z,0,11.5,86,1012,9,190
MACE HEAD,2017,3,11,16,2017-03-11T16:00:00Z,0,10.2,88,1011.4,10,170
MACE HEAD,2017,3,11,17,2017-03-11T17:00:00Z,0,9.9,87,1010.9,12,200
MACE HEAD,2017,3,11,18,2017-03-11T18:00:00Z,0,9.5,89,1010.5,12,200
MACE HEAD,2017,3,11,19,2017-03-11T19:00:00Z,0,9.5,90,1010.3,12,190
MACE HEAD,2017,3,11,20,2017-03-11T20:00:00Z,0,9.4,89,1009.6,14,190
MACE HEAD,2017,3,11,21,2017-03-11T21:00:00Z,0.1,9.4,89,1009.2,15,180
MACE HEAD,2017,3,11,22,2017-03-11T22:00:00Z,0.5,8.9,93,1008.6,15,160
MACE HEAD,2017,3,11,23,2017-03-11T23:00:00Z,0.1,9,93,1008,15,170
MACE HEAD,2017,3,12,0,2017-03-12T00:00:00Z,0.6,8.9,95,1007.6,15,150
MACE HEAD,2017,3,12,1,2017-03-12T01:00:00Z,0.1,9.1,93,1008.1,16,230
MACE HEAD,2017,3,12,2,2017-03-12T02:00:00Z,0.1,8.6,91,1008.6,16,260
MACE HEAD,2017,3,12,3,2017-03-12T03:00:00Z,0,8.6,86,1009.1,14,260
MACE HEAD,2017,3,12,4,2017-03-12T04:00:00Z,0,8.7,85,1009.7,16,270
MACE HEAD,2017,3,12,5,2017-03-12T05:00:00Z,0,8.3,82,1010.6,17,270
MACE HEAD,2017,3,12,6,2017-03-12T06:00:00Z,0,8.5,81,1011.8,16,280
MACE HEAD,2017,3,12,7,2017-03-12T07:00:00Z,0,8.6,80,1012.8,17,280
MACE HEAD,2017,3,12,8,2017-03-12T08:00:00Z,0,8.3,81,1014,20,280
MACE HEAD,2017,3,12,9,2017-03-12T09:00:00Z,0,8.1,85,1015.6,17,300
MACE HEAD,2017,3,12,10,2017-03-12T10:00:00Z,1.1,7.4,83,1016.5,17,310
MACE HEAD,2017,3,12,11,2017-03-12T11:00:00Z,0,9.2,73,1017.5,20,300
MACE HEAD,2017,3,12,12,2017-03-12T12:00:00Z,0,9.6,67,1018.5,18,280
MACE HEAD,2017,3,12,13,2017-03-12T13:00:00Z,0,9.6,71,1019.6,20,290
MACE HEAD,2017,3,12,14,2017-03-12T14:00:00Z,0,9.6,67,1020.1,20,280
MACE HEAD,2017,3,12,15,2017-03-12T15:00:00Z,0,9.7,70,1020.7,18,280
MACE HEAD,2017,3,12,16,2017-03-12T16:00:00Z,0,9.2,75,1020.9,16,260
MACE HEAD,2017,3,12,17,2017-03-12T17:00:00Z,0,9.6,76,1021.4,12,260
MACE HEAD,2017,3,12,18,2017-03-12T18:00:00Z,0,8.7,80,1021.8,13,250
MACE HEAD,2017,3,12,19,2017-03-12T19:00:00Z,0,8.4,84,1022.4,9,230
MACE HEAD,2017,3,12,20,2017-03-12T20:00:00Z,0,9,87,1022.9,10,210
MACE HEAD,2017,3,12,21,2017-03-12T21:00:00Z,0,9.1,88,1022.9,12,220
MACE HEAD,2017,3,12,22,2017-03-12T22:00:00Z,0,9.1,90,1022.8,14,210
MACE HEAD,2017,3,12,23,2017-03-12T23:00:00Z,0.2,9,95,1023.3,14,200
MACE HEAD,2017,3,13,0,2017-03-13T00:00:00Z,0.1,9.3,96,1023.5,15,200
MACE HEAD,2017,3,13,1,2017-03-13T01:00:00Z,0,9.6,97,1023.8,14,220
MACE HEAD,2017,3,13,2,2017-03-13T02:00:00Z,0,9.5,97,1024.2,14,240
MACE HEAD,2017,3,13,3,2017-03-13T03:00:00Z,0,9.2,96,1024.5,13,260
MACE HEAD,2017,3,13,4,2017-03-13T04:00:00Z,0.1,9.3,96,1025.2,14,260
MACE HEAD,2017,3,13,5,2017-03-13T05:00:00Z,0,9.3,96,1026,14,260
MACE HEAD,2017,3,13,6,2017-03-13T06:00:00Z,0,9,96,1026.5,12,260
MACE HEAD,2017,3,13,7,2017-03-13T07:00:00Z,0,9,96,1027.1,11,250
MACE HEAD,2017,3,13,8,2017-03-13T08:00:00Z,0,9.1,96,1027.8,11,250
MACE HEAD,2017,3,13,9,2017-03-13T09:00:00Z,0,9.5,96,1028.4,10,240
MACE HEAD,2017,3,13,10,2017-03-13T10:00:00Z,0,10,95,1028.8,9,240
MACE HEAD,2017,3,13,11,2017-03-13T11:00:00Z,0,10.4,95,1029,9,220
MACE HEAD,2017,3,13,12,2017-03-13T12:00:00Z,0,10.9,95,1028.9,11,220
MACE HEAD,2017,3,13,13,2017-03-13T13:00:00Z,0,10.1,94,1029,12,210
MACE HEAD,2017,3,13,14,2017-03-13T14:00:00Z,0,10.3,96,1028.7,14,220
MACE HEAD,2017,3,13,15,2017-03-13T15:00:00Z,0,10.3,96,1028.9,15,210
MACE HEAD,2017,3,13,16,2017-03-13T16:00:00Z,0,10.4,93,1028.8,15,210
MACE HEAD,2017,3,13,17,2017-03-13T17:00:00Z,0,10.2,92,1028.8,16,210
MACE HEAD,2017,3,13,18,2017-03-13T18:00:00Z,0,10.2,92,1028.3,18,210
MACE HEAD,2017,3,13,19,2017-03-13T19:00:00Z,0,10.2,94,1028.7,19,210
MACE HEAD,2017,3,13,20,2017-03-13T20:00:00Z,0.1,10,95,1028.6,19,210
MACE HEAD,2017,3,13,21,2017-03-13T21:00:00Z,0,10,96,1028.8,17,210
MACE HEAD,2017,3,13,22,2017-03-13T22:00:00Z,0,10.1,95,1028.6,18,210
MACE HEAD,2017,3,13,23,2017-03-13T23:00:00Z,0,10.1,94,1028.4,18,210
MACE HEAD,2017,3,14,0,2017-03-14T00:00:00Z,0,10.2,94,1027.6,20,220
MACE HEAD,2017,3,14,1,2017-03-14T01:00:00Z,0,10.1,95,1027.7,21,220
MACE HEAD,2017,3,14,2,2017-03-14T02:00:00Z,0,10.1,96,1027.8,20,230
MACE HEAD,2017,3,14,3,2017-03-14T03:00:00Z,0.1,10.1,97,1027.9,20,240
MACE HEAD,2017,3,14,4,2017-03-14T04:00:00Z,0.1,9.7,97,1028.1,17,250
MACE HEAD,2017,3,14,5,2017-03-14T05:00:00Z,0,9.4,96,1028.2,13,250
MACE HEAD,2017,3,14,6,2017-03-14T06:00:00Z,0,9.2,95,1028.8,12,240
MACE HEAD,2017,3,14,7,2017-03-14T07:00:00Z,0,9.1,95,1028.9,13,240
MACE HEAD,2017,3,14,8,2017-03-14T08:00:00Z,0,9.4,95,1029.5,13,240
MACE HEAD,2017,3,14,9,2017-03-14T09:00:00Z,0,9.9,95,1030.3,15,240
MACE HEAD,2017,3,14,10,2017-03-14T10:00:00Z,0,10.3,93,1030.6,16,240
MACE HEAD,2017,3,14,11,2017-03-14T11:00:00Z,0,10.6,88,1031,16,240
MACE HEAD,2017,3,14,12,2017-03-14T12:00:00Z,0,10.4,88,1031.4,16,240
MACE HEAD,2017,3,14,13,2017-03-14T13:00:00Z,0,11,88,1031.8,15,250
MACE HEAD,2017,3,14,14,2017-03-14T14:00:00Z,0,11.2,86,1032.1,13,260
MACE HEAD,2017,3,14,15,2017-03-14T15:00:00Z,0,11.1,82,1032.4,13,260
MACE HEAD,2017,3,14,16,2017-03-14T16:00:00Z,0,10.5,86,1032.5,11,250
MACE HEAD,2017,3,14,17,2017-03-14T17:00:00Z,0,9.9,89,1032.4,10,240
MACE HEAD,2017,3,14,18,2017-03-14T18:00:00Z,0,9.6,90,1032.7,9,240
MACE HEAD,2017,3,14,19,2017-03-14T19:00:00Z,0,9.5,91,1032.8,10,240
MACE HEAD,2017,3,14,20,2017-03-14T20:00:00Z,0,9.4,92,1032.8,10,240
MACE HEAD,2017,3,14,21,2017-03-14T21:00:00Z,0,9.4,93,1033.2,10,230
MACE HEAD,2017,3,14,22,2017-03-14T22:00:00Z,0,9.4,92,1033.1,10,220
MACE HEAD,2017,3,14,23,2017-03-14T23:00:00Z,0,9.3,93,1032.9,9,220
MACE HEAD,2017,3,15,0,2017-03-15T00:00:00Z,0,9.1,94,1032.5,7,220
MACE HEAD,2017,3,15,1,2017-03-15T01:00:00Z,0,9.1,94,1032.3,7,180
MACE HEAD,2017,3,15,2,2017-03-15T02:00:00Z,0,9.2,96,1031.9,8,190
MACE HEAD,2017,3,15,3,2017-03-15T03:00:00Z,0,9.1,96,1031.3,8,190
MACE HEAD,2017,3,15,4,2017-03-15T04:00:00Z,0,9.1,96,1030.7,9,190
MACE HEAD,2017,3,15,5,2017-03-15T05:00:00Z,0,9.4,95,1030.4,12,200
MACE HEAD,2017,3,15,6,2017-03-15T06:00:00Z,0,9.4,96,1030.1,13,200
MACE HEAD,2017,3,15,7,2017-03-15T07:00:00Z,0,9.1,95,1029.9,14,200
MACE HEAD,2017,3,15,8,2017-03-15T08:00:00Z,0,9.4,96,1029.9,14,200
MACE HEAD,2017,3,15,9,2017-03-15T09:00:00Z,0,9.6,96,1029.8,17,210
MACE HEAD,2017,3,15,10,2017-03-15T10:00:00Z,0,9.9,96,1029.8,15,200
MACE HEAD,2017,3,15,11,2017-03-15T11:00:00Z,0,10.4,95,1029.7,14,200
MACE HEAD,2017,3,15,12,2017-03-15T12:00:00Z,0,10.4,94,1029.8,13,200
MACE HEAD,2017,3,15,13,2017-03-15T13:00:00Z,0,10.8,94,1029.2,11,190
MACE HEAD,2017,3,15,14,2017-03-15T14:00:00Z,0,10.8,91,1028.7,10,200
MACE HEAD,2017,3,15,15,2017-03-15T15:00:00Z,0,10.4,90,1028.1,11,200
MACE HEAD,2017,3,15,16,2017-03-15T16:00:00Z,0,10.4,91,1027.6,10,190
MACE HEAD,2017,3,15,17,2017-03-15T17:00:00Z,0,10.1,92,1027,8,180
MACE HEAD,2017,3,15,18,2017-03-15T18:00:00Z,0,9.7,94,1026.4,10,190
MACE HEAD,2017,3,15,19,2017-03-15T19:00:00Z,0,9.6,94,1026,11,200
MACE HEAD,2017,3,15,20,2017-03-15T20:00:00Z,0,9.6,93,1025.6,17,200
MACE HEAD,2017,3,15,21,2017-03-15T21:00:00Z,0,9.4,93,1025.2,17,200
MACE HEAD,2017,3,15,22,2017-03-15T22:00:00Z,0,9.5,92,1024.8,17,200
MACE HEAD,2017,3,15,23,2017-03-15T23:00:00Z,0,9.3,93,1024,19,210
MACE HEAD,2017,3,16,0,2017-03-16T00:00:00Z,0,9.3,92,1023.3,20,210
MACE HEAD,2017,3,16,1,2017-03-16T01:00:00Z,0,9.1,94,1022.5,18,210
MACE HEAD,2017,3,16,2,2017-03-16T02:00:00Z,0.2,9.1,94,1021.9,17,210
MACE HEAD,2017,3,16,3,2017-03-16T03:00:00Z,0.3,9,94,1020.6,18,210
MACE HEAD,2017,3,16,4,2017-03-16T04:00:00Z,0,9.1,94,1020,19,210
MACE HEAD,2017,3,16,5,2017-03-16T05:00:00Z,0,9.3,93,1019.2,18,210
MACE HEAD,2017,3,16,6,2017-03-16T06:00:00Z,0.1,9.4,93,1018.6,21,220
MACE HEAD,2017,3,16,7,2017-03-16T07:00:00Z,0.2,8.9,93,1019,19,230
MACE HEAD,2017,3,16,8,2017-03-16T08:00:00Z,0,9.5,92,1018.9,15,230
MACE HEAD,2017,3,16,9,2017-03-16T09:00:00Z,0,8.5,88,1019,18,260
MACE HEAD,2017,3,16,10,2017-03-16T10:00:00Z,0,9.1,83,1019.6,18,290
MACE HEAD,2017,3,16,11,2017-03-16T11:00:00Z,0,8.2,79,1020.4,20,300
MACE HEAD,2017,3,16,12,2017-03-16T12:00:00Z,0,9,70,1020.6,19,310
MACE HEAD,2017,3,16,13,2017-03-16T13:00:00Z,0,9.3,68,1021.3,21,300
MACE HEAD,2017,3,16,14,2017-03-16T14:00:00Z,0,9,65,1021.5,21,290
MACE HEAD,2017,3,16,15,2017-03-16T15:00:00Z,0,8.8,60,1021.7,22,300
MACE HEAD,2017,3,16,16,2017-03-16T16:00:00Z,0,8.5,57,1021.9,21,290
MACE HEAD,2017,3,16,17,2017-03-16T17:00:00Z,0,8,61,1021.9,21,290
MACE HEAD,2017,3,16,18,2017-03-16T18:00:00Z,0,7.4,63,1021.8,22,290
MACE HEAD,2017,3,16,19,2017-03-16T19:00:00Z,0,6.7,75,1022.1,19,280
MACE HEAD,2017,3,16,20,2017-03-16T20:00:00Z,0,7.1,69,1022,22,270
MACE HEAD,2017,3,16,21,2017-03-16T21:00:00Z,0,7.4,66,1021.7,24,270
MACE HEAD,2017,3,16,22,2017-03-16T22:00:00Z,0,7.1,75,1021.6,24,270
MACE HEAD,2017,3,16,23,2017-03-16T23:00:00Z,0.1,7.8,70,1021.4,22,270
MACE HEAD,2017,3,17,0,2017-03-17T00:00:00Z,0,8.1,68,1020.6,24,270
MACE HEAD,2017,3,17,1,2017-03-17T01:00:00Z,0,8.2,75,1019.7,26,260
MACE HEAD,2017,3,17,2,2017-03-17T02:00:00Z,0,7.6,84,1019.5,26,260
MACE HEAD,2017,3,17,3,2017-03-17T03:00:00Z,0.1,7.7,83,1018.6,26,260
MACE HEAD,2017,3,17,4,2017-03-17T04:00:00Z,0,7.6,88,1018,25,260
MACE HEAD,2017,3,17,5,2017-03-17T05:00:00Z,0.1,7.8,88,1017,26,250
MACE HEAD,2017,3,17,6,2017-03-17T06:00:00Z,0.1,8,87,1016.4,27,260
MACE HEAD,2017,3,17,7,2017-03-17T07:00:00Z,0,8.2,88,1016.3,27,250
MACE HEAD,2017,3,17,8,2017-03-17T08:00:00Z,0,8.5,89,1015.1,28,250
MACE HEAD,2017,3,17,9,2017-03-17T09:00:00Z,0,9.1,88,1014.5,28,240
MACE HEAD,2017,3,17,10,2017-03-17T10:00:00Z,0,9.1,89,1013.7,28,240
MACE HEAD,2017,3,17,11,2017-03-17T11:00:00Z,0.4,9.1,93,1012.7,28,240
MACE HEAD,2017,3,17,12,2017-03-17T12:00:00Z,0.6,9.4,94,1011.4,29,240
MACE HEAD,2017,3,17,13,2017-03-17T13:00:00Z,1.1,9.8,95,1010.6,32,240
MACE HEAD,2017,3,17,14,2017-03-17T14:00:00Z,1,10,95,1010.1,30,250
MACE HEAD,2017,3,17,15,2017-03-17T15:00:00Z,1,10.1,95,1009.4,29,250
MACE HEAD,2017,3,17,16,2017-03-17T16:00:00Z,0.4,10.3,96,1009.1,28,250
MACE HEAD,2017,3,17,17,2017-03-17T17:00:00Z,0,10.4,95,1008.2,28,250
MACE HEAD,2017,3,17,18,2017-03-17T18:00:00Z,0.6,10.4,95,1008.6,28,260
MACE HEAD,2017,3,17,19,2017-03-17T19:00:00Z,0.6,10.4,95,1008.6,28,260
MACE HEAD,2017,3,17,20,2017-03-17T20:00:00Z,0.7,10.4,95,1009.3,28,260
MACE HEAD,2017,3,17,21,2017-03-17T21:00:00Z,0.5,10.4,95,1009.3,27,260
MACE HEAD,2017,3,17,22,2017-03-17T22:00:00Z,0.6,10.2,96,1009.3,26,260
MACE HEAD,2017,3,17,23,2017-03-17T23:00:00Z,0.3,10.2,96,1009.2,27,260
MACE HEAD,2017,3,18,0,2017-03-18T00:00:00Z,0.1,10.2,96,1008.9,26,260
MACE HEAD,2017,3,18,1,2017-03-18T01:00:00Z,0.4,10.2,96,1009,26,260
MACE HEAD,2017,3,18,2,2017-03-18T02:00:00Z,0.2,10.1,96,1009.4,25,260
MACE HEAD,2017,3,18,3,2017-03-18T03:00:00Z,0.1,10.1,97,1009.7,25,260
MACE HEAD,2017,3,18,4,2017-03-18T04:00:00Z,0.3,10,97,1009.7,24,260
MACE HEAD,2017,3,18,5,2017-03-18T05:00:00Z,0.4,9.9,97,1009.6,21,260
MACE HEAD,2017,3,18,6,2017-03-18T06:00:00Z,0.1,10,97,1009.7,21,260
MACE HEAD,2017,3,18,7,2017-03-18T07:00:00Z,0,9.9,97,1009.8,20,260
MACE HEAD,2017,3,18,8,2017-03-18T08:00:00Z,0.3,10,97,1009.9,20,250
MACE HEAD,2017,3,18,9,2017-03-18T09:00:00Z,0.2,10,98,1010,19,250
MACE HEAD,2017,3,18,10,2017-03-18T10:00:00Z,0.1,10.2,98,1010.2,20,250
MACE HEAD,2017,3,18,11,2017-03-18T11:00:00Z,0,10.2,97,1010.3,20,250
