station,year,month,day,hour,date,rain,temp,rhum,msl,wdsp,wddir
DUBLIN AIRPORT,2017,1,1,0,2017-01-01T00:00:00Z,0.9,5.3,91,1019.9,12,340
DUBLIN AIRPORT,2017,1,1,1,2017-01-01T01:00:00Z,0.2,4.9,95,1019.7,8,310
DUBLIN AIRPORT,2017,1,1,2,2017-01-01T02:00:00Z,0.1,5,92,1019.8,8,310
DUBLIN AIRPORT,2017,1,1,3,2017-01-01T03:00:00Z,0,4.2,90,1020.2,12,330
DUBLIN AIRPORT,2017,1,1,4,2017-01-01T04:00:00Z,0,3.6,88,1020.2,11,330
DUBLIN AIRPORT,2017,1,1,5,2017-01-01T05:00:00Z,0,2.8,89,1020.4,12,330
DUBLIN AIRPORT,2017,1,1,6,2017-01-01T06:00:00Z,0,1.7,91,1020.4,13,330
DUBLIN AIRPORT,2017,1,1,7,2017-01-01T07:00:00Z,0,1.6,91,1021,13,330
DUBLIN AIRPORT,2017,1,1,8,2017-01-01T08:00:00Z,0,2,89,1021.6,13,330
DUBLIN AIRPORT,2017,1,1,9,2017-01-01T09:00:00Z,0,2.6,84,1022.8,13,340
DUBLIN AIRPORT,2017,1,1,10,2017-01-01T10:00:00Z,0,3,84,1023.6,11,350
DUBLIN AIRPORT,2017,1,1,11,2017-01-01T11:00:00Z,0,3.6,80,1024.2,12,350
DUBLIN AIRPORT,2017,1,1,12,2017-01-01T12:00:00Z,0,4.4,76,1024.5,13,350
DUBLIN AIRPORT,2017,1,1,13,2017-01-01T13:00:00Z,0,4.9,75,1024.8,16,350
DUBLIN AIRPORT,2017,1,1,14,2017-01-01T14:00:00Z,0,5.1,73,1024.6,14,360
DUBLIN AIRPORT,2017,1,1,15,2017-01-01T15:00:00Z,0,4.9,72,1025.5,15,360
DUBLIN AIRPORT,2017,1,1,16,2017-01-01T16:00:00Z,0,4.7,78,1026,12,350
DUBLIN AIRPORT,2017,1,1,17,2017-01-01T17:00:00Z,0,4.5,77,1026.8,12,350
DUBLIN AIRPORT,2017,1,1,18,2017-01-01T18:00:00Z,0,3.9,80,1027.4,11,340
DUBLIN AIRPORT,2017,1,1,19,2017-01-01T19:00:00Z,0,4.3,77,1028,11,350
DUBLIN AIRPORT,2017,1,1,20,2017-01-01T20:00:00Z,0,4.1,80,1028.5,10,340
DUBLIN AIRPORT,2017,1,1,21,2017-01-01T21:00:00Z,0.1,4.7,74,1029.2,15,30
DUBLIN AIRPORT,2017,1,1,22,2017-01-01T22:00:00Z,0,5.2,76,1029.9,14,30
DUBLIN AIRPORT,2017,1,1,23,2017-01-01T23:00:00Z,0,5.1,78,1030.4,16,30
DUBLIN AIRPORT,2017,1,2,0,2017-01-02T00:00:00Z,0,5.1,76,1031.2,15,30
DUBLIN AIRPORT,2017,1,2,1,2017-01-02T01:00:00Z,0,4.7,76,1031.9,14,20
DUBLIN AIRPORT,2017,1,2,2,2017-01-02T02:00:00Z,0,4.6,76,1032.1,12,30
DUBLIN AIRPORT,2017,1,2,3,2017-01-02T03:00:00Z,0,3.6,78,1032.5,10,20
DUBLIN AIRPORT,2017,1,2,4,2017-01-02T04:00:00Z,0,3.3,74,1032.8,8,20
DUBLIN AIRPORT,2017,1,2,5,2017-01-02T05:00:00Z,0,1.6,81,1033.5,8,10
DUBLIN AIRPORT,2017,1,2,6,2017-01-02T06:00:00Z,0,-0.2,86,1033.7,6,360
DUBLIN AIRPORT,2017,1,2,7,2017-01-02T07:00:00Z,0,0.4,82,1033.9,8,330
DUBLIN AIRPORT,2017,1,2,8,2017-01-02T08:00:00Z,0,-0.6,85,1034.4,8,320
DUBLIN AIRPORT,2017,1,2,9,2017-01-02T09:00:00Z,0,-1.5,87,1034.8,7,320
DUBLIN AIRPORT,2017,1,2,10,2017-01-02T10:00:00Z,0,0.4,82,1034.9,8,320
DUBLIN AIRPORT,2017,1,2,11,2017-01-02T11:00:00Z,0,1.7,78,1035,8,310
DUBLIN AIRPORT,2017,1,2,12,2017-01-02T12:00:00Z,0,3,76,1034.8,8,310
DUBLIN AIRPORT,2017,1,2,13,2017-01-02T13:00:00Z,0,3.9,77,1034.1,9,310
DUBLIN AIRPORT,2017,1,2,14,2017-01-02T14:00:00Z,0,4.2,77,1033.9,8,310
DUBLIN AIRPORT,2017,1,2,15,2017-01-02T15:00:00Z,0,3.9,78,1033.7,9,300
DUBLIN AIRPORT,2017,1,2,16,2017-01-02T16:00:00Z,0,2.2,84,1033.6,6,280
DUBLIN AIRPORT,2017,1,2,17,2017-01-02T17:00:00Z,0,1.4,89,1034,8,290
DUBLIN AIRPORT,2017,1,2,18,2017-01-02T18:00:00Z,0,1.2,89,1033.9,8,260
DUBLIN AIRPORT,2017,1,2,19,2017-01-02T19:00:00Z,0,0.8,90,1033.6,8,270
DUBLIN AIRPORT,2017,1,2,20,2017-01-02T20:00:00Z,0,0.2,92,1033.7,9,270
DUBLIN AIRPORT,2017,1,2,21,2017-01-02T21:00:00Z,0,0.2,90,1033.6,9,260
DUBLIN AIRPORT,2017,1,2,22,2017-01-02T22:00:00Z,0,0.8,90,1033.8,8,250
DUBLIN AIRPORT,2017,1,2,23,2017-01-02T23:00:00Z,0,0.6,90,1033.7,10,260
DUBLIN AIRPORT,2017,1,3,0,2017-01-03T00:00:00Z,0,0.5,90,1033.5,9,250
DUBLIN AIRPORT,2017,1,3,1,2017-01-03T01:00:00Z,0,0,94,1033.2,9,250
DUBLIN AIRPORT,2017,1,3,2,2017-01-03T02:00:00Z,0,-0.6,96,1032.7,9,260
DUBLIN AIRPORT,2017,1,3,3,2017-01-03T03:00:00Z,0,-0.8,96,1032.4,9,250
DUBLIN AIRPORT,2017,1,3,4,2017-01-03T04:00:00Z,0,-0.9,96,1032.3,9,260
DUBLIN AIRPORT,2017,1,3,5,2017-01-03T05:00:00Z,0,0.2,96,1031.7,9,270
DUBLIN AIRPORT,2017,1,3,6,2017-01-03T06:00:00Z,0,0.3,96,1031.7,9,250
DUBLIN AIRPORT,2017,1,3,7,2017-01-03T07:00:00Z,0,0.7,94,1031,9,250
DUBLIN AIRPORT,2017,1,3,8,2017-01-03T08:00:00Z,0,1.2,92,1031.3,11,270
DUBLIN AIRPORT,2017,1,3,9,2017-01-03T09:00:00Z,0,2,91,1031.2,12,260
DUBLIN AIRPORT,2017,1,3,10,2017-01-03T10:00:00Z,0,2.9,88,1031.1,10,260
DUBLIN AIRPORT,2017,1,3,11,2017-01-03T11:00:00Z,0,3.3,86,1031.1,11,260
DUBLIN AIRPORT,2017,1,3,12,2017-01-03T12:00:00Z,0,3.8,85,1030.6,12,260
DUBLIN AIRPORT,2017,1,3,13,2017-01-03T13:00:00Z,0,4.3,82,1030,14,260
DUBLIN AIRPORT,2017,1,3,14,2017-01-03T14:00:00Z,0,4.6,82,1029.7,15,260
DUBLIN AIRPORT,2017,1,3,15,2017-01-03T15:00:00Z,0,4.9,81,1029,14,260
DUBLIN AIRPORT,2017,1,3,16,2017-01-03T16:00:00Z,0,4.8,81,1028.6,15,260
DUBLIN AIRPORT,2017,1,3,17,2017-01-03T17:00:00Z,0,4.9,81,1028.5,15,260
DUBLIN AIRPORT,2017,1,3,18,2017-01-03T18:00:00Z,0,4.8,84,1028.7,14,260
DUBLIN AIRPORT,2017,1,3,19,2017-01-03T19:00:00Z,0,4.9,86,1028.7,14,260
DUBLIN AIRPORT,2017,1,3,20,2017-01-03T20:00:00Z,0,4.5,92,1028.7,13,260
DUBLIN AIRPORT,2017,1,3,21,2017-01-03T21:00:00Z,0,4.8,92,1028.8,14,260
DUBLIN AIRPORT,2017,1,3,22,2017-01-03T22:00:00Z,0,4.7,92,1029,12,260
DUBLIN AIRPORT,2017,1,3,23,2017-01-03T23:00:00Z,0,4.6,93,1029.1,11,260
DUBLIN AIRPORT,2017,1,4,0,2017-01-04T00:00:00Z,0,4.7,95,1028.9,10,270
DUBLIN AIRPORT,2017,1,4,1,2017-01-04T01:00:00Z,0,4.7,95,1028.5,11,260
DUBLIN AIRPORT,2017,1,4,2,2017-01-04T02:00:00Z,0,4.6,95,1028.3,12,270
DUBLIN AIRPORT,2017,1,4,3,2017-01-04T03:00:00Z,0,4.9,92,1028.4,13,270
DUBLIN AIRPORT,2017,1,4,4,2017-01-04T04:00:00Z,0,5.1,92,1028.6,11,270
DUBLIN AIRPORT,2017,1,4,5,2017-01-04T05:00:00Z,0,4.6,93,1028.3,11,270
DUBLIN AIRPORT,2017,1,4,6,2017-01-04T06:00:00Z,0,4.1,97,1028.5,10,260
DUBLIN AIRPORT,2017,1,4,7,2017-01-04T07:00:00Z,0,4.6,93,1028.6,11,270
DUBLIN AIRPORT,2017,1,4,8,2017-01-04T08:00:00Z,0,4.9,94,1028.7,11,280
DUBLIN AIRPORT,2017,1,4,9,2017-01-04T09:00:00Z,0,4.8,95,1029,12,290
DUBLIN AIRPORT,2017,1,4,10,2017-01-04T10:00:00Z,0,5.1,95,1029.5,12,290
DUBLIN AIRPORT,2017,1,4,11,2017-01-04T11:00:00Z,0,5.2,98,1029.9,11,290
DUBLIN AIRPORT,2017,1,4,12,2017-01-04T12:00:00Z,0,5.6,97,1030,10,280
DUBLIN AIRPORT,2017,1,4,13,2017-01-04T13:00:00Z,0,6.1,95,1029.9,9,280
DUBLIN AIRPORT,2017,1,4,14,2017-01-04T14:00:00Z,0,6.1,94,1029.4,7,280
DUBLIN AIRPORT,2017,1,4,15,2017-01-04T15:00:00Z,0,5.6,95,1029.4,6,270
DUBLIN AIRPORT,2017,1,4,16,2017-01-04T16:00:00Z,0,3.7,95,1029.9,6,290
DUBLIN AIRPORT,2017,1,4,17,2017-01-04T17:00:00Z,0,2.4,87,1030.5,5,330
DUBLIN AIRPORT,2017,1,4,18,2017-01-04T18:00:00Z,0,1.8,87,1030.7,6,330
DUBLIN AIRPORT,2017,1,4,19,2017-01-04T19:00:00Z,0,1.4,91,1031.1,5,330
DUBLIN AIRPORT,2017,1,4,20,2017-01-04T20:00:00Z,0,0.1,92,1031.4,3,340
DUBLIN AIRPORT,2017,1,4,21,2017-01-04T21:00:00Z,0,1.1,92,1031.4,3,330
DUBLIN AIRPORT,2017,1,4,22,2017-01-04T22:00:00Z,0,1.7,93,1031.6,3,340
DUBLIN AIRPORT,2017,1,4,23,2017-01-04T23:00:00Z,0,2.2,91,1031.9,4,20
DUBLIN AIRPORT,2017,1,5,0,2017-01-05T00:00:00Z,0,2.7,89,1032,4,40
DUBLIN AIRPORT,2017,1,5,1,2017-01-05T01:00:00Z,0,2.9,91,1032,3,90
DUBLIN AIRPORT,2017,1,5,2,2017-01-05T02:00:00Z,0,2.5,93,1031.8,2,110
DUBLIN AIRPORT,2017,1,5,3,2017-01-05T03:00:00Z,0,2.4,86,1031.8,5,110
DUBLIN AIRPORT,2017,1,5,4,2017-01-05T04:00:00Z,0,3.6,83,1031.9,5,100
DUBLIN AIRPORT,2017,1,5,5,2017-01-05T05:00:00Z,0,3.5,86,1031.6,4,160
DUBLIN AIRPORT,2017,1,5,6,2017-01-05T06:00:00Z,0,4.4,80,1031.4,4,150
DUBLIN AIRPORT,2017,1,5,7,2017-01-05T07:00:00Z,0,3.9,80,1031.8,5,180
DUBLIN AIRPORT,2017,1,5,8,2017-01-05T08:00:00Z,0,3.3,81,1031.9,5,160
DUBLIN AIRPORT,2017,1,5,9,2017-01-05T09:00:00Z,0,4.4,82,1031.9,6,160
DUBLIN AIRPORT,2017,1,5,10,2017-01-05T10:00:00Z,0,3.7,90,1032.1,5,150
DUBLIN AIRPORT,2017,1,5,11,2017-01-05T11:00:00Z,0,5.7,82,1032,5,210
DUBLIN AIRPORT,2017,1,5,12,2017-01-05T12:00:00Z,0,6.5,73,1031.6,4,190
DUBLIN AIRPORT,2017,1,5,13,2017-01-05T13:00:00Z,0,6.7,79,1030.9,6,150
DUBLIN AIRPORT,2017,1,5,14,2017-01-05T14:00:00Z,0,7.1,78,1030.4,7,160
DUBLIN AIRPORT,2017,1,5,15,2017-01-05T15:00:00Z,0,7.2,80,1030.4,12,140
DUBLIN AIRPORT,2017,1,5,16,2017-01-05T16:00:00Z,0,7.1,84,1030.4,11,140
DUBLIN AIRPORT,2017,1,5,17,2017-01-05T17:00:00Z,0,6.9,85,1030.4,8,150
DUBLIN AIRPORT,2017,1,5,18,2017-01-05T18:00:00Z,0,6.9,84,1030.4,7,140
DUBLIN AIRPORT,2017,1,5,19,2017-01-05T19:00:00Z,0,6.5,85,1030.4,5,150
DUBLIN AIRPORT,2017,1,5,20,2017-01-05T20:00:00Z,0,6.3,86,1030.3,3,110
DUBLIN AIRPORT,2017,1,5,21,2017-01-05T21:00:00Z,0,4.6,87,1030.4,1,110
DUBLIN AIRPORT,2017,1,5,22,2017-01-05T22:00:00Z,0,4.4,90,1030.2,3,170
DUBLIN AIRPORT,2017,1,5,23,2017-01-05T23:00:00Z,0,5.2,92,1030.3,1,160
DUBLIN AIRPORT,2017,1,6,0,2017-01-06T00:00:00Z,0,6.7,91,1030.2,3,250
DUBLIN AIRPORT,2017,1,6,1,2017-01-06T01:00:00Z,0.1,7.1,93,1029.6,4,160
DUBLIN AIRPORT,2017,1,6,2,2017-01-06T02:00:00Z,0,7.9,84,1029.5,4,160
DUBLIN AIRPORT,2017,1,6,3,2017-01-06T03:00:00Z,0,8.7,81,1028.9,10,200
DUBLIN AIRPORT,2017,1,6,4,2017-01-06T04:00:00Z,0,8.6,85,1028.7,11,210
DUBLIN AIRPORT,2017,1,6,5,2017-01-06T05:00:00Z,0,9.1,85,1028.5,12,200
DUBLIN AIRPORT,2017,1,6,6,2017-01-06T06:00:00Z,0.2,9.2,88,1028.1,12,200
DUBLIN AIRPORT,2017,1,6,7,2017-01-06T07:00:00Z,0.1,9.3,88,1028,11,210
DUBLIN AIRPORT,2017,1,6,8,2017-01-06T08:00:00Z,0.1,9.7,88,1028,12,200
DUBLIN AIRPORT,2017,1,6,9,2017-01-06T09:00:00Z,0.1,9.9,90,1028.6,11,220
DUBLIN AIRPORT,2017,1,6,10,2017-01-06T10:00:00Z,0.6,10.1,93,1028.7,10,220
DUBLIN AIRPORT,2017,1,6,11,2017-01-06T11:00:00Z,0.1,10.6,91,1028.6,10,220
DUBLIN AIRPORT,2017,1,6,12,2017-01-06T12:00:00Z,0,11.2,90,1028.4,11,230
DUBLIN AIRPORT,2017,1,6,13,2017-01-06T13:00:00Z,0,11.1,92,1028,13,240
DUBLIN AIRPORT,2017,1,6,14,2017-01-06T14:00:00Z,0.3,11.3,93,1027.8,13,240
DUBLIN AIRPORT,2017,1,6,15,2017-01-06T15:00:00Z,1.9,11.1,95,1028.5,13,240
DUBLIN AIRPORT,2017,1,6,16,2017-01-06T16:00:00Z,0.3,11.2,95,1028.2,12,240
DUBLIN AIRPORT,2017,1,6,17,2017-01-06T17:00:00Z,0.1,11.1,95,1028.6,13,250
DUBLIN AIRPORT,2017,1,6,18,2017-01-06T18:00:00Z,0,11.3,95,1029.2,13,250
DUBLIN AIRPORT,2017,1,6,19,2017-01-06T19:00:00Z,0,11.4,95,1029.2,11,260
DUBLIN AIRPORT,2017,1,6,20,2017-01-06T20:00:00Z,0,11,94,1029.7,9,250
DUBLIN AIRPORT,2017,1,6,21,2017-01-06T21:00:00Z,0,11,92,1030.2,8,260
DUBLIN AIRPORT,2017,1,6,22,2017-01-06T22:00:00Z,0,10.6,95,1031.2,9,270
DUBLIN AIRPORT,2017,1,6,23,2017-01-06T23:00:00Z,0,10,96,1031.4,9,270
DUBLIN AIRPORT,2017,1,7,0,2017-01-07T00:00:00Z,0,9.7,97,1031.5,6,230
DUBLIN AIRPORT,2017,1,7,1,2017-01-07T01:00:00Z,0,9.6,95,1031.3,8,250
DUBLIN AIRPORT,2017,1,7,2,2017-01-07T02:00:00Z,0,9.6,93,1031.4,8,250
DUBLIN AIRPORT,2017,1,7,3,2017-01-07T03:00:00Z,0,9.3,95,1031.6,7,270
DUBLIN AIRPORT,2017,1,7,4,2017-01-07T04:00:00Z,0,9.2,95,1031.8,6,280
DUBLIN AIRPORT,2017,1,7,5,2017-01-07T05:00:00Z,0,9.6,92,1031.5,5,260
DUBLIN AIRPORT,2017,1,7,6,2017-01-07T06:00:00Z,0,9.4,92,1031.6,7,260
DUBLIN AIRPORT,2017,1,7,7,2017-01-07T07:00:00Z,0,9.3,96,1031.9,7,270
DUBLIN AIRPORT,2017,1,7,8,2017-01-07T08:00:00Z,0,9.1,95,1032.2,7,270
DUBLIN AIRPORT,2017,1,7,9,2017-01-07T09:00:00Z,0,9.3,95,1032.6,6,250
DUBLIN AIRPORT,2017,1,7,10,2017-01-07T10:00:00Z,0,9.4,95,1032.6,6,240
DUBLIN AIRPORT,2017,1,7,11,2017-01-07T11:00:00Z,0,9.8,93,1032.8,6,250
DUBLIN AIRPORT,2017,1,7,12,2017-01-07T12:00:00Z,0,10,90,1032.5,5,260
DUBLIN AIRPORT,2017,1,7,13,2017-01-07T13:00:00Z,0,10.2,88,1032.2,6,270
DUBLIN AIRPORT,2017,1,7,14,2017-01-07T14:00:00Z,0,10.3,86,1031.9,6,280
DUBLIN AIRPORT,2017,1,7,15,2017-01-07T15:00:00Z,0,10.1,87,1031.9,6,280
DUBLIN AIRPORT,2017,1,7,16,2017-01-07T16:00:00Z,0,9.2,91,1032.1,2,280
DUBLIN AIRPORT,2017,1,7,17,2017-01-07T17:00:00Z,0,9.1,91,1032.2,1,170
DUBLIN AIRPORT,2017,1,7,18,2017-01-07T18:00:00Z,0,7.8,93,1032.4,1,150
DUBLIN AIRPORT,2017,1,7,19,2017-01-07T19:00:00Z,0,7.9,96,1032.4,4,150
DUBLIN AIRPORT,2017,1,7,20,2017-01-07T20:00:00Z,0,8.6,94,1032.3,4,160
DUBLIN AIRPORT,2017,1,7,21,2017-01-07T21:00:00Z,0,9.4,92,1032.6,4,220
DUBLIN AIRPORT,2017,1,7,22,2017-01-07T22:00:00Z,0,8.7,96,1032.5,6,240
DUBLIN AIRPORT,2017,1,7,23,2017-01-07T23:00:00Z,0.1,8.7,96,1032.3,5,240
DUBLIN AIRPORT,2017,1,8,0,2017-01-08T00:00:00Z,0,8.8,97,1032.2,6,240
DUBLIN AIRPORT,2017,1,8,1,2017-01-08T01:00:00Z,0,8.1,93,1032.1,7,250
DUBLIN AIRPORT,2017,1,8,2,2017-01-08T02:00:00Z,0,7.5,97,1032.1,9,260
DUBLIN AIRPORT,2017,1,8,3,2017-01-08T03:00:00Z,0,7.6,94,1031.9,9,260
DUBLIN AIRPORT,2017,1,8,4,2017-01-08T04:00:00Z,0,7.8,94,1031.9,8,260
DUBLIN AIRPORT,2017,1,8,5,2017-01-08T05:00:00Z,0,7.9,96,1031.8,7,260
DUBLIN AIRPORT,2017,1,8,6,2017-01-08T06:00:00Z,0,7.8,97,1031.7,6,250
DUBLIN AIRPORT,2017,1,8,7,2017-01-08T07:00:00Z,0,7.9,97,1031.7,7,240
DUBLIN AIRPORT,2017,1,8,8,2017-01-08T08:00:00Z,0,8.3,96,1031.8,7,240
DUBLIN AIRPORT,2017,1,8,9,2017-01-08T09:00:00Z,0,8.8,96,1032,6,230
DUBLIN AIRPORT,2017,1,8,10,2017-01-08T10:00:00Z,0,9.6,96,1032.3,3,200
DUBLIN AIRPORT,2017,1,8,11,2017-01-08T11:00:00Z,0,9.9,95,1032.3,6,230
DUBLIN AIRPORT,2017,1,8,12,2017-01-08T12:00:00Z,0,10,95,1031.7,10,240
DUBLIN AIRPORT,2017,1,8,13,2017-01-08T13:00:00Z,0,10.2,93,1030.9,12,250
DUBLIN AIRPORT,2017,1,8,14,2017-01-08T14:00:00Z,0,10.5,90,1030.3,10,240
DUBLIN AIRPORT,2017,1,8,15,2017-01-08T15:00:00Z,0,10.7,90,1030,8,220
DUBLIN AIRPORT,2017,1,8,16,2017-01-08T16:00:00Z,0,10.7,89,1029.4,8,220
DUBLIN AIRPORT,2017,1,8,17,2017-01-08T17:00:00Z,0,10.8,89,1029.1,8,220
DUBLIN AIRPORT,2017,1,8,18,2017-01-08T18:00:00Z,0,10.5,90,1028.6,7,210
DUBLIN AIRPORT,2017,1,8,19,2017-01-08T19:00:00Z,0,10.3,91,1028.2,7,200
DUBLIN AIRPORT,2017,1,8,20,2017-01-08T20:00:00Z,0,10.5,88,1027.3,8,200
DUBLIN AIRPORT,2017,1,8,21,2017-01-08T21:00:00Z,0,10.3,86,1026.2,9,200
DUBLIN AIRPORT,2017,1,8,22,2017-01-08T22:00:00Z,0,10.1,83,1025.1,11,210
DUBLIN AIRPORT,2017,1,8,23,2017-01-08T23:00:00Z,0,9.8,84,1024.2,12,220
DUBLIN AIRPORT,2017,1,9,0,2017-01-09T00:00:00Z,0,9.4,81,1022.6,16,220
DUBLIN AIRPORT,2017,1,9,1,2017-01-09T01:00:00Z,0,9.4,83,1021.4,16,220
DUBLIN AIRPORT,2017,1,9,2,2017-01-09T02:00:00Z,0,9.4,81,1019.7,17,210
DUBLIN AIRPORT,2017,1,9,3,2017-01-09T03:00:00Z,0,9.4,80,1017.8,19,220
DUBLIN AIRPORT,2017,1,9,4,2017-01-09T04:00:00Z,0.3,8.9,88,1016.4,20,220
DUBLIN AIRPORT,2017,1,9,5,2017-01-09T05:00:00Z,0.3,9.2,85,1014.9,19,210
DUBLIN AIRPORT,2017,1,9,6,2017-01-09T06:00:00Z,0.1,9.2,88,1013.8,20,220
DUBLIN AIRPORT,2017,1,9,7,2017-01-09T07:00:00Z,0.9,6.2,94,1014.8,20,220
DUBLIN AIRPORT,2017,1,9,8,2017-01-09T08:00:00Z,0.2,5.9,91,1014.6,15,250
DUBLIN AIRPORT,2017,1,9,9,2017-01-09T09:00:00Z,0,5.7,89,1014.7,12,250
DUBLIN AIRPORT,2017,1,9,10,2017-01-09T10:00:00Z,0,5.7,88,1014.3,12,240
DUBLIN AIRPORT,2017,1,9,11,2017-01-09T11:00:00Z,0,6,85,1013.9,16,250
DUBLIN AIRPORT,2017,1,9,12,2017-01-09T12:00:00Z,0,6.9,78,1013,19,260
DUBLIN AIRPORT,2017,1,9,13,2017-01-09T13:00:00Z,0,7,75,1012.7,20,260
DUBLIN AIRPORT,2017,1,9,14,2017-01-09T14:00:00Z,0,7.1,74,1011.9,19,250
DUBLIN AIRPORT,2017,1,9,15,2017-01-09T15:00:00Z,0,6.7,76,1011.6,18,250
DUBLIN AIRPORT,2017,1,9,16,2017-01-09T16:00:00Z,0,5.8,82,1011.8,15,250
DUBLIN AIRPORT,2017,1,9,17,2017-01-09T17:00:00Z,0,5.6,80,1011.5,14,250
DUBLIN AIRPORT,2017,1,9,18,2017-01-09T18:00:00Z,0,5.5,83,1011.4,13,240
DUBLIN AIRPORT,2017,1,9,19,2017-01-09T19:00:00Z,0,4.9,81,1010.7,15,250
DUBLIN AIRPORT,2017,1,9,20,2017-01-09T20:00:00Z,0,4.4,87,1010.8,16,250
DUBLIN AIRPORT,2017,1,9,21,2017-01-09T21:00:00Z,0,4.8,84,1010.4,18,250
DUBLIN AIRPORT,2017,1,9,22,2017-01-09T22:00:00Z,0,4.9,82,1009.9,20,250
DUBLIN AIRPORT,2017,1,9,23,2017-01-09T23:00:00Z,0,4.7,84,1009.2,20,250
DUBLIN AIRPORT,2017,1,10,0,2017-01-10T00:00:00Z,0,4.7,84,1010.4,19,260
DUBLIN AIRPORT,2017,1,10,1,2017-01-10T01:00:00Z,0,4.8,84,1010.6,18,260
DUBLIN AIRPORT,2017,1,10,2,2017-01-10T02:00:00Z,0,5.1,83,1010.7,18,270
DUBLIN AIRPORT,2017,1,10,3,2017-01-10T03:00:00Z,0,5.7,82,1010.7,17,270
DUBLIN AIRPORT,2017,1,10,4,2017-01-10T04:00:00Z,0,5.5,80,1010.8,16,260
DUBLIN AIRPORT,2017,1,10,5,2017-01-10T05:00:00Z,0,4.9,81,1011,15,270
DUBLIN AIRPORT,2017,1,10,6,2017-01-10T06:00:00Z,0,5.2,81,1011.4,15,270
DUBLIN AIRPORT,2017,1,10,7,2017-01-10T07:00:00Z,0,6.1,82,1011.4,15,260
DUBLIN AIRPORT,2017,1,10,8,2017-01-10T08:00:00Z,0,6.7,85,1011.3,15,260
DUBLIN AIRPORT,2017,1,10,9,2017-01-10T09:00:00Z,0,6.9,93,1011,17,270
DUBLIN AIRPORT,2017,1,10,10,2017-01-10T10:00:00Z,0,7.6,91,1011.5,16,260
DUBLIN AIRPORT,2017,1,10,11,2017-01-10T11:00:00Z,0,8.2,92,1011,15,250
DUBLIN AIRPORT,2017,1,10,12,2017-01-10T12:00:00Z,0,8.6,96,1010.7,14,240
DUBLIN AIRPORT,2017,1,10,13,2017-01-10T13:00:00Z,0,9.9,91,1009.4,16,250
DUBLIN AIRPORT,2017,1,10,14,2017-01-10T14:00:00Z,0,10.2,82,1009.6,23,260
DUBLIN AIRPORT,2017,1,10,15,2017-01-10T15:00:00Z,0,9.8,79,1010.2,18,280
DUBLIN AIRPORT,2017,1,10,16,2017-01-10T16:00:00Z,0,9.8,79,1010.7,15,280
DUBLIN AIRPORT,2017,1,10,17,2017-01-10T17:00:00Z,0,8.8,82,1011.7,16,270
DUBLIN AIRPORT,2017,1,10,18,2017-01-10T18:00:00Z,0,8.4,83,1011.6,15,250
DUBLIN AIRPORT,2017,1,10,19,2017-01-10T19:00:00Z,0,8.2,85,1010.8,17,250
DUBLIN AIRPORT,2017,1,10,20,2017-01-10T20:00:00Z,0,8.9,86,1010.9,18,250
DUBLIN AIRPORT,2017,1,10,21,2017-01-10T21:00:00Z,0,9.2,92,1010,15,240
DUBLIN AIRPORT,2017,1,10,22,2017-01-10T22:00:00Z,0,10.5,95,1009.7,16,250
DUBLIN AIRPORT,2017,1,10,23,2017-01-10T23:00:00Z,0,10.7,91,1008.3,20,250
DUBLIN AIRPORT,2017,1,11,0,2017-01-11T00:00:00Z,0,10.5,90,1008.1,24,250
DUBLIN AIRPORT,2017,1,11,1,2017-01-11T01:00:00Z,0.1,10.7,89,1007.4,27,260
DUBLIN AIRPORT,2017,1,11,2,2017-01-11T02:00:00Z,0,11,76,1007.6,28,260
DUBLIN AIRPORT,2017,1,11,3,2017-01-11T03:00:00Z,0,10,74,1008.8,26,270
DUBLIN AIRPORT,2017,1,11,4,2017-01-11T04:00:00Z,0,8.7,69,1009.4,25,280
DUBLIN AIRPORT,2017,1,11,5,2017-01-11T05:00:00Z,0,8.4,75,1009.5,24,280
DUBLIN AIRPORT,2017,1,11,6,2017-01-11T06:00:00Z,0,7.6,70,1009.6,24,270
DUBLIN AIRPORT,2017,1,11,7,2017-01-11T07:00:00Z,0,7,71,1010.3,24,280
DUBLIN AIRPORT,2017,1,11,8,2017-01-11T08:00:00Z,0,6.1,70,1011.5,22,270
DUBLIN AIRPORT,2017,1,11,9,2017-01-11T09:00:00Z,0,5.8,71,1012.2,22,270
DUBLIN AIRPORT,2017,1,11,10,2017-01-11T10:00:00Z,0,6.3,65,1013.5,21,270
DUBLIN AIRPORT,2017,1,11,11,2017-01-11T11:00:00Z,0,6.4,66,1013.4,23,280
DUBLIN AIRPORT,2017,1,11,12,2017-01-11T12:00:00Z,0,7,63,1013.9,24,280
DUBLIN AIRPORT,2017,1,11,13,2017-01-11T13:00:00Z,0,6.6,64,1013.9,23,280
DUBLIN AIRPORT,2017,1,11,14,2017-01-11T14:00:00Z,0,5.8,68,1014.3,21,280
DUBLIN AIRPORT,2017,1,11,15,2017-01-11T15:00:00Z,0,6,63,1014.2,22,280
DUBLIN AIRPORT,2017,1,11,16,2017-01-11T16:00:00Z,0,5.7,65,1014.4,21,270
DUBLIN AIRPORT,2017,1,11,17,2017-01-11T17:00:00Z,0,5,69,1014.8,21,270
DUBLIN AIRPORT,2017,1,11,18,2017-01-11T18:00:00Z,0,4,77,1014.6,18,260
